,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,year,month
1534,8025,Marvel Super Hero Squad,PS2,Mass Media Inc.,THQ,,,0.29,0.14,0.11,,0.04,2009,10
1535,8026,BATTLETECH,PC,Harebrained Schemes,Unknown,,,,,,,,,
1536,8027,Heroes of the Pacific,PS2,IR Gurus Interactive,Ubisoft,,,0.29,0.14,0.11,,0.04,2005,09
1537,8028,The BIGS 2    Read the review,Wii,Blue Castle Games,2K Sports,6.3,,0.29,0.26,0.01,,0.02,2009,07
1538,8029,The Lord of the Rings: The Third Age,GC,EA Redwood Shores,Electronic Arts,7.9,,0.29,0.22,0.06,,0.01,2004,11
1539,8030,Tricolour Lovestory,PC,HL-Galgame,Unknown,,,,,,,,,
1540,8031,Nicktoons: Battle for Volcano Island,GC,Blue Tongue,THQ,,,0.29,0.22,0.06,,0.01,2006,10
1541,8032,Sonic Boom: Shattered Crystal,3DS,Sanzaru Games,Sega,3.8,,0.29,0.17,0.09,,0.03,2014,11
1542,8033,LEGO Harry Potter: Years 5-7,PSP,Traveller's Tales,Warner Bros. Interactive,,,0.29,0.11,0.12,,0.06,2011,11
1543,8034,Mah Jong Quest: Expeditions,DS,Game Brains,Activision,,,0.29,0.02,0.26,,0.01,2007,10
1544,8035,Madden NFL 08,XB,EA Tiburon,EA Sports,,,0.29,0.22,0.06,,0.01,2007,08
1545,8036,Overcooked! 2    Read the review,NS,Ghost Town Games,Sold Out,8.4,,0.29,0.17,0.09,0.01,0.03,2018,08
1546,8037,DX Game of Life,PS,Takara,Takara,,,0.29,,,0.27,0.02,1996,03
1547,8038,Montaro,PC,JCKSLAP,Unknown,,,,,,,,,
1548,8039,Alien: Isolation,X360,Creative Assembly,Sega,,,0.29,0.16,0.11,,0.03,2014,10
1549,8040,Pirates of the Caribbean,XB,Akella,Bethesda Softworks,,,0.29,0.22,0.06,,0.01,2003,07
1550,8041,RPG Maker,PS,Kuusou Kagaku,Agetec,,,0.29,,,0.29,,2000,09
1551,8042,Mass Effect Trilogy,PC,Unknown,Electronic Arts,,,0.29,0.09,0.17,,0.02,2012,11
1552,8043,The Punisher,XB,Volition Inc.,THQ,,,0.29,0.22,0.06,,0.01,2005,01
1553,8044,The Legend of Legacy,3DS,Cattle Call,Atlus,6.0,,0.29,0.14,0.02,0.11,0.02,2015,10
1554,8045,Turning Point: Fall of Liberty,X360,Spark Unlimited,Codemasters,,,0.29,0.23,0.04,,0.02,2008,02
1555,8046,Majin and the Forsaken Kingdom,PS3,Game Republic,Namco Bandai,7.0,,0.29,0.09,0.14,0.01,0.05,2010,11
1556,8047,MLB Pennant Race,PS,Sony Interactive Studios America,Sony Computer Entertainment,,,0.29,0.16,0.11,,0.02,1996,09
1557,8048,Monkey Island 2 Special Edition: LeChuck's Revenge,PC,LucasArts,LucasArts,,,,,,,,2010,07
1558,8049,Disgaea 3: Absence of Detention,PSV,Nippon Ichi Software,NIS America,,,0.29,0.11,0.06,0.07,0.04,2012,04
1559,8050,Cars 3: Driven to Win,PS4,Avalanche Software,Warner Bros. Interactive Entertainment,,,0.29,0.06,0.18,0.01,0.04,2017,06
1560,8051,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,Unknown,Angel Studios,,,0.29,,,0.29,0.0,1991,12
1561,8052,The Sims 2,PC,Maxis,Electronic Arts,8.9,,0.29,0.02,0.24,,0.03,2004,09
1562,8053,MLB Power Pros,Wii,PawaPuro Production,2K Sports,8.5,,0.29,0.23,,0.04,0.02,2007,10
1563,8054,Shrek Super Party,PS2,Mass Media,TDK Mediactive,,,0.29,0.14,0.11,,0.04,2002,11
1564,8055,Aragami    Read the review,PC,Lince Works,Lince Works,,,,,,,,2016,10
1565,8056,"Sakura Wars 4: Koi Seyo,Otome",DC,Overworks,Sega,,,0.29,,,0.29,,2002,03
1566,8057,"Sakura Wars: So Long, My Love",PS2,RED Entertainment,NIS America,8.8,,0.29,0.07,0.05,0.15,0.02,2010,03
1567,8058,Dynasty Tactics,PS2,Koei,KOEI,,,0.29,0.06,0.05,0.16,0.02,2002,09
1568,8059,One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,Ganbarion,Namco Bandai,,,0.29,,0.1,0.17,0.01,2009,09
1569,8060,Skylanders Imaginators,X360,Toys for Bob,Activision,,,0.29,0.14,0.12,,0.02,2016,10
1570,8061,Downwell,PC,Moppin,Unknown,,,,,,,,,
1571,8062,Sengoku Basara: Samurai Heroes,Wii,Capcom,Capcom,6.0,,0.29,0.06,0.02,0.2,0.01,2010,10
1572,8063,Snowboarding,PS,Atelier Double,A1 Games,,,0.29,0.16,0.11,,0.02,2000,12
1573,8064,Warriors Orochi 2,PSP,Omega Force,KOEI,5.3,,0.29,0.06,0.0,0.22,0.01,2009,08
1574,8065,Puzzle Quest: Challenge of the Warlords,Wii,Vicious Cycle,D3 Publisher,,,0.29,0.26,0.0,,0.02,2007,11
1575,8066,Metal Gear Solid V: The Definitive Experience,PS4,Kojima Productions,Konami Digital Entertainment,,,0.29,0.13,0.08,0.03,0.04,2016,10
1576,8067,Outrage,PC,Astronomic Games,Unknown,,,,,,,,,
1577,8068,Dead to Rights II,All,WideScreen Games,Unknown,,,,,,,,,
1578,8069,Army of Two: The Devil's Cartel,PS3,Visceral Games,Electronic Arts,,,0.29,0.11,0.12,0.01,0.05,2013,03
1579,8070,Learn with Pokémon: Typing Adventure,DS,Genius Sonority Inc.,Nintendo,,,0.29,,,0.29,,2011,04
1580,8071,Dragon Ball Heroes: Ultimate Mission,3DS,Dimps Corporation,Namco Bandai Games,,,0.29,,,0.29,,2013,02
1581,8072,007 Legends,X360,Eurocom,Activision,,,0.29,0.13,0.13,,0.02,2012,10
1582,8073,Rocketbirds: Hardboiled Chicken,PC,Ratloop Asia Pte Ltd,Unknown,,,,,,,,,
1583,8074,Dead Rising: Chop Till You Drop    Read the review,Wii,Capcom Production Studio 1 / TOSE Software,Capcom,6.7,7.2,0.29,0.15,0.07,0.05,0.02,2009,02
1584,8075,Surf's Up,PS2,Ubisoft Montreal,Ubisoft,,,0.29,0.14,0.11,,0.04,2007,05
1585,8076,Looney Tunes Racing,PS,Circus Freak,Infogrames,,,0.29,0.16,0.11,,0.02,2000,11
1586,8077,Feel the Magic XY/XX,DS,Sonic Team,Sega,7.7,,0.29,0.17,0.0,0.1,0.02,2004,11
1587,8078,Final Fantasy X-2: International + Last Mission,PS2,Square Enix,Square Enix,,,0.29,,,0.29,,2004,02
1588,8079,One Piece Unlimited World: Red,PS3,Ganbarion,Namco Bandai Games,,,0.29,0.09,0.1,0.06,0.04,2014,07
1589,8080,Ever Oasis,3DS,GREZZO,Nintendo,8.1,,0.29,0.13,0.08,0.05,0.02,2017,06
1590,8081,Namco Museum Vol.2,PS,Namco,Namco,,,0.29,0.03,0.02,0.21,0.02,1996,09
1591,8082,Neopets Puzzle Adventure,DS,Infinite Interactive,Capcom,,,0.29,0.26,0.0,,0.02,2008,11
1592,8083,Worms: WMD,PC,Team17 Digital Ltd,Team17 Digital Ltd,,,,,,,,2016,08
1593,8084,Drayt Empire,PC,RPG Video,Unknown,,,,,,,,,
1594,8085,Rayman 3: Hoodlum Havoc,PS2,Ubisoft,Ubisoft,7.4,,0.29,0.14,0.11,,0.04,2003,03
1595,8086,Rivals of Aether,PC,Unknown,Unknown,,,,,,,,2016,01
1596,8087,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,Konami,Konami,,,0.29,,,0.29,,2008,12
1597,8088,Psi-Ops: The Mindgate Conspiracy,PS2,Midway Games,Midway Games,,,0.29,0.14,0.11,,0.04,2004,06
1598,8089,Tomba! 2: The Evil Swine Return,PS,Whoopee Camp,Sony Computer Entertainment,,,0.29,0.16,0.11,,0.02,1999,12
1599,8090,SD Gundam G Generation Portable,PSP,Bandai Namco Games,Namco Bandai,,,0.27,,,0.27,,2006,08
1600,8091,BeatMania Append 4thMix: The beat goes on,PS,Konami,Konami,,,0.29,,,0.27,0.02,1999,09
1601,8092,Rock Revolution,X360,Zoe Mode / HB Studios,Konami,3.6,,0.29,0.26,0.0,,0.02,2008,10
1602,8093,Romance of the Three Kingdoms III: Dragon of Destiny,SNES,Koei,KOEI,,,0.29,,,0.29,,1993,01
1603,8094,NASCAR 08,X360,EA Tiburon,EA Sports,,,0.29,0.26,0.0,,0.02,2007,07
1604,8095,Just Cause 4,XOne,Avalanche Studios,Square Enix,,,0.29,0.17,0.09,,0.03,2018,12
1605,8096,For The King,PC,IronOak Games,Unknown,,,,,,,,,
1606,8097,Dragon Ball Z: Budokai Tenkaichi 2,Wii,Spike,Atari,,,0.29,0.24,0.03,,0.02,2006,11
1607,8098,Purr Pals,Wii,inXile,Crave Entertainment,,,0.29,0.26,,,0.02,2008,07
1608,8099,Sherlock Holmes: Crimes & Punishments,PS4,Frogwares,Focus Home Interactive,,,0.29,0.1,0.14,,0.05,2014,09
1609,8100,Power Pro Kun Pocket 11,DS,PawaPuro Production,Konami,,,0.29,,,0.29,,2008,12
1610,8101,Sonic Forces,XOne,Sonic Team,Sega,,,0.29,0.15,0.11,,0.03,2017,11
1611,8102,Culdcept,3DS,OmiyaSoft,NIS America,,,0.29,0.04,0.01,0.23,0.01,2017,10
1612,8103,Spyro: A Hero's Tail,GC,Eurocom Entertainment Software,VU Games,6.4,,0.29,0.22,0.06,,0.01,2004,11
1613,8104,Sesame Street: Elmo's A-to-Zoo Adventure,DS,Black Lantern Studios,Warner Bros. Interactive,,,0.29,0.26,,,0.02,2010,10
1614,8105,Links 2004,XB,Indie Built,Microsoft Game Studios,,,0.29,0.21,0.06,,0.01,2003,11
1615,8106,PGA Tour 97,PS,VAC,EA Sports,,,0.29,0.16,0.11,,0.02,1996,09
1616,8107,Turbo Pug 3D,PC,Wulo Games,Unknown,,,,,,,,,
1617,8108,Tony Hawk: Shred,PS3,Robomodo,Activision,,,0.29,0.18,0.06,,0.04,2010,10
1618,8109,Earthworm Jim,GBA,Game Titan,Majesco,7.2,,0.29,0.2,0.08,,0.01,2001,06
1619,8110,The Golden Compass,PS3,Shiny Entertainment,Sega,4.3,,0.29,0.14,0.1,,0.05,2007,12
1620,8111,Bratz: Super Babyz,DS,Creat Studios,THQ,,,0.28,0.26,0.0,,0.02,2008,02
1621,8112,Baby Pals,DS,Brain Toys,Crave Entertainment,,,0.28,0.26,0.01,,0.02,2007,11
1622,8113,Monster 4x4: Masters of Metal,PS2,Ubisoft Barcelona / Inland Productions,Ubisoft,,,0.28,0.14,0.11,,0.04,2003,11
1623,8114,SingStar Country,PS2,Sony Computer Entertainment America,Sony Computer Entertainment,,,0.28,0.14,0.11,,0.04,2008,10
1624,8115,Jewel Quest Mysteries: Curse of the Emerald Tear,DS,TBD,Avanquest,,,0.28,,0.25,,0.04,2010,04
1625,8116,VMX Racing,PS,Studio E,Playmates,,,0.28,0.16,0.11,,0.02,1997,06
1626,8117,Hot Shots Golf: World Invitational,PS3,Clap Hanz,Sony Computer Entertainment,,,0.28,,,0.28,,2013,07
1627,8118,Disney's Extreme Skate Adventure,GBA,Vicarious Visions,Activision,6.6,,0.28,0.2,0.08,,0.01,2003,09
1628,8119,Harvest Moon DS Cute (US sales),DS,Marvelous Interactive,Natsume,,,0.28,0.28,,,,2008,03
1629,8120,Dragon Ball GT: Transformation,GBA,Webfoot Technologies,Atari,7.7,,0.28,0.2,0.08,,0.01,2005,08
1630,8121,Super Fire ProWrestling X,SNES,Human Club,Human Entertainment,,,0.28,,,0.28,,1995,12
1631,8122,Tales of Berseria,PC,Namco Bandai Games,Namco Bandai Games,,,,,,,,2018,01
1632,8123,Junior Brain Trainer 2,DS,Sanuk Games,GSP,,,0.28,0.04,0.21,,0.03,2011,02
1633,8124,International Superstar Soccer,SNES,Konami,Konami,,,0.28,,,0.28,0.0,1995,06
1634,8125,NBA 2K12,PSP,Visual Concepts,2K Sports,,,0.28,0.22,0.03,,0.03,2011,10
1635,8126,Tigger's Honey Hunt,PS,Doki Denki,NewKidCo,,,0.28,0.16,0.11,,0.02,2000,09
1636,8127,The Warriors,XB,Rockstar Toronto,Rockstar Games,,,0.28,0.21,0.06,,0.01,2005,10
1637,8128,Shadow Hearts,PS2,Sacnoth,Midway Games,7.0,,0.28,0.09,0.07,0.1,0.02,2001,12
1638,8129,Bladestorm: The Hundred Years' War,PS3,Omega Force,KOEI,,,0.28,0.1,0.03,0.14,0.02,2007,11
1639,8130,Assassin's Creed II: Discovery,DS,Griptonite Games,Ubisoft,7.3,,0.28,0.15,0.11,,0.03,2009,11
1640,8131,Haven: Call of the King,PS2,Traveller's Tales,Midway Games,,,0.28,0.14,0.11,,0.04,2002,11
1641,8132,Street Hoops,XB,Black Ops Entertainment,Activision,,,0.28,0.21,0.06,,0.01,2002,08
1642,8133,Disney Channel: All Star Party,Wii,"Page 44 Studios, LLC",Disney Interactive Studios,,,0.28,0.18,0.08,,0.03,2010,10
1643,8134,Dark Souls II: Scholar of the First Sin,XOne,From Software,Namco Bandai Games,,,0.28,0.19,0.07,,0.03,2015,04
1644,8135,Yu-Gi-Oh! Double Pack,GBA,Konami,Konami,,,0.28,0.2,0.08,,0.01,2006,02
1645,8136,X-Men: Reign of Apocalypse,GBA,Digital Eclipse,Activision,,,0.28,0.2,0.08,,0.01,2001,09
1646,8137,Star Trek Bridge Crew,PS4,Red Storm Entertainment,Ubisoft,,,0.28,0.11,0.12,,0.05,2017,05
1647,8138,R: Racing Evolution,PS2,Namco,Namco,,,0.28,0.14,0.11,,0.04,2003,12
1648,8139,Netsu Chu! Pro Yakyuu 2003,PS2,Namco,Namco,,,0.28,,,0.28,,2003,04
1649,8140,Next Hatsune Miku: Project Diva,PS3,Sega,Sega,,,0.28,0.08,,0.19,0.02,2013,08
1650,8141,ATV Quad Power Racing 2,GC,Climax Entertainment,Acclaim Entertainment,,,0.28,0.22,0.06,,0.01,2003,01
1651,8142,Digimon Adventure: Anode Tamer,WS,Bandai,Bandai,,,0.28,,,0.28,,1999,12
1652,8143,DeathSmiles,X360,Cave,Aksys Games,8.0,,0.28,0.15,0.06,0.05,0.02,2010,06
1653,8144,Fantastic 4: Flame On,GBA,Torus Games,Activision,,,0.28,0.2,0.08,,0.01,2005,11
1654,8145,World of Tanks,PC,Wargaming.net,Wargaming.net,7.8,,0.28,,0.23,,0.05,2011,04
1655,8146,Marvel Nemesis: Rise of the Imperfects,XB,Nihilistic Software,Electronic Arts,,,0.28,0.21,0.06,,0.01,2005,09
1656,8147,All Star Cheer Squad,DS,Gorilla Systems,THQ,,,0.28,0.26,0.0,,0.02,2008,11
1657,8148,The King of Fighters '95,SAT,SNK Corporation,SNK,,,0.28,,,0.28,,1996,01
1658,8149,Pirates of the Caribbean: Dead Man's Chest,PSP,Griptonite Games,Buena Vista,4.3,,0.28,0.25,0.01,,0.02,2006,06
1659,8150,F/A-18F Super Hornet,GBA,UK Magic,Majesco,,,0.28,0.2,0.08,,0.01,2004,11
1660,8151,Final Fantasy VI Advance,GBA,Square Enix,Nintendo,9.1,,0.28,,,0.28,0.01,2007,02
1661,8152,Hatoful Boyfriend,PC,Mediatonic Ltd.,Devolver Digital,,,,,,,,2014,09
1662,8153,Polaris,2600,Taito,Tigervision,,,0.28,0.26,0.02,,0.0,1983,01
1663,8154,WarioWare Gold,3DS,Intelligent Systems,Nintendo,8.1,,0.28,0.11,0.03,0.13,0.01,2018,08
1664,8155,Reel Fishing: Angler's Dream,Wii,SIMS,Natsume,,,0.28,0.25,0.01,0.0,0.02,2009,08
1665,8156,Viewtiful Joe,PS2,Clover Studio,Capcom,,,0.28,0.14,0.11,,0.04,2004,08
1666,8157,Triple Play 2000,N64,Treyarch,EA Sports,,,0.28,0.27,0.01,,0.0,1999,03
1667,8158,Yakuza Kenzan!,PS3,Sega,Sega,,,0.36,,,0.36,,2008,03
1668,8159,Moshi Monsters: Moshlings Theme Park,3DS,"Black Lantern Studios, Inc.",Activision,,,0.28,0.13,0.13,,0.02,2012,10
1669,8160,How to Train Your Dragon 2,3DS,Torus Games,Little Orbit,,,0.28,0.04,0.22,,0.02,2014,06
1670,8161,Bratz Ponyz,DS,Neko Entertainment,Game Factory,,,0.28,0.26,0.0,,0.02,2007,07
1671,8162,Guitar Hero: Van Halen,Wii,Neversoft Entertainment,Activision,5.0,,0.28,0.13,0.12,,0.03,2009,12
1672,8163,Arcade Hits: Frisky Tom,PS,Hamster,Hamster Corporation,,,0.28,0.16,0.11,,0.02,2002,07
1673,8164,Medieval Moves: Deadmund's Quest,PS3,Zindagi Games,Sony Computer Entertainment,7.0,,0.28,0.13,0.11,,0.05,2011,11
1674,8165,SAW,X360,Zombie Studios,Konami,6.2,,0.28,0.13,0.12,,0.03,2009,10
1675,8166,Shrek the Third,Wii,Amaze Entertainment,Activision,,,0.28,0.25,0.01,,0.02,2007,05
1676,8167,Harry Potter and the Sorcerer's Stone,PS2,Warthog,Electronic Arts,,,0.28,0.14,0.11,,0.04,2003,12
1677,8168,Kung Zhu,DS,Black Lantern Studios,Activision,,,0.28,0.26,0.0,,0.02,2010,11
1678,8169,Unreal Championship 2: The Liandri Conflict,XB,Epic Games,Midway Games,,,0.28,0.22,0.05,,0.01,2005,04
1679,8170,Kung Fu Chaos,XB,Just Add Monsters,Microsoft Game Studios,7.0,,0.28,0.21,0.06,,0.01,2003,02
1680,8171,Ben 10 Ultimate Alien: Cosmic Destruction,Wii,Papaya Studios,D3 Publisher,,,0.28,0.17,0.09,,0.02,2010,10
1681,8172,Mega Man: Dr. Wily's Revenge,GB,Capcom,Capcom,,,0.28,,,0.28,,1991,12
1682,8173,Transformers: Dark of the Moon,X360,High Moon Studios,Activision,6.5,,0.28,0.13,0.12,,0.03,2011,06
1683,8174,Godzilla: Domination!,GBA,WayForward Pocket Team,Atari,4.7,,0.28,0.2,0.07,,0.01,2002,11
1684,8175,The Heavy Rain and Beyond: Two Souls Collection,PS4,Quantic Dream,Sony Computer Entertainment,,,0.28,,0.24,,0.04,2016,03
1685,8176,El Shaddai: Ascension of the Metatron,PS3,Ignition Entertainment,Ignition Entertainment,8.0,,0.28,0.11,0.07,0.08,0.03,2011,08
1686,8177,Operation Flashpoint: Red River,X360,Codemasters,Codemasters,7.0,,0.28,0.1,0.14,0.01,0.03,2011,06
1687,8178,Half Dead,PC,Room710Games,Unknown,,,,,,,,,
1688,8179,Famista '92,NES,Namco,Namco,,,0.28,,,0.28,,1991,12
1689,8180,Tales of the World: Radiant Mythology 3,PSP,Alfa System,Namco Bandai,,,0.28,,,0.28,,2011,02
1690,8181,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,Sammy Studios,Sammy Corporation,,,0.28,,,0.28,,2002,12
1691,8182,Jackass the Game,PS2,Sidhe Interactive,Red Mile Entertainment,,,0.28,0.14,0.11,,0.04,2007,09
1692,8183,Mega Man II,GB,Capcom,Capcom,,,0.28,,,0.28,,1992,01
1693,8184,Lord of Darkness,SNES,Koei,KOEI,,,0.28,,,0.28,0.0,1994,01
1694,8185,Hannah Montana: Spotlight World Tour,PS2,Avalanche Software,Disney Interactive Studios,,,0.28,0.12,0.02,,0.14,2008,08
1695,8186,Rocket Power: Beach Bandits,GBA,Helixe,THQ,,,0.28,0.2,0.07,,0.01,2002,10
1696,8187,Carol Vorderman's Sudoku,PS2,Empire Interactive,Eidos Interactive,7.4,,0.28,,0.23,,0.05,2007,03
1697,8188,MX SuperFly featuring Ricky Carmichael,PS2,Pacific Coast Power & Light,THQ,,,0.28,0.14,0.11,,0.04,2002,06
1698,8189,Cake Mania 2: Jill's Next Adventure!,DS,Digital Embryo,Majesco,,,0.28,0.26,0.0,,0.02,2008,06
1699,8190,Surf's Up,DS,Ubisoft Quebec,Ubisoft,,,0.28,0.26,0.0,,0.02,2007,05
1700,8191,Incitement 3,PC,Astronomic Games,Unknown,,,,,,,,,
1701,8192,Batman: The Brave and the Bold the Videogame,Wii,WayForward Technologies,Warner Bros. Interactive,7.5,,0.28,0.2,0.05,,0.02,2010,09
1702,8193,Syphon Filter: Dark Mirror,PS2,SCEA Bend Studio,Sony Computer Entertainment,,,0.28,0.14,0.11,,0.04,2007,09
1703,8194,Just Dance 2015,PS3,Ubisoft Paris,Ubisoft,,,0.28,0.15,0.08,,0.05,2014,10
1704,8195,Conflict: Desert Storm II - Back to Bagdhad,XB,Pivotal Games,Gotham Games,,,0.28,0.21,0.06,,0.01,2003,10
1705,8196,Dead to Rights: Retribution,PS3,Volatile Games,Namco Bandai,6.0,,0.28,0.1,0.12,0.02,0.05,2010,04
1706,8197,Mission: Impossible - Operation Surma,PS2,Paradigm Entertainment,Atari,,,0.28,0.14,0.11,,0.04,2003,12
1707,8198,MLB 07: The Show,PSP,SCEA San Diego Studios,Sony Computer Entertainment,8.1,,0.28,0.26,,,0.02,2007,02
1708,8199,Madballs in Babo:Invasion,PC,Playbrains,Unknown,,,,,,,,,
1709,8200,Pitfall: The Mayan Adventure,GBA,Pipe Dream Interactive,Majesco,,,0.28,0.2,0.07,,0.01,2001,06
1710,8201,Driver: Parallel Lines,PS2,Reflections Interactive,Atari,,,0.28,0.12,0.1,0.03,0.03,2006,03
1711,8202,Trivial Pursuit,PS3,Adrenalin Interactive,Electronic Arts,,,0.28,0.12,0.11,,0.05,2009,03
1712,8203,The Urbz: Sims In the City (US weekly sales),DS,Griptonite Games,Electronic Arts,,,0.28,0.26,,,0.02,2004,11
1713,8204,Oxenfree,PC,Night School Studio,Unknown,,,,,,,,,
1714,8205,Skylanders Imaginators,PS3,Toys for Bob,Activision,,,0.28,0.08,0.16,,0.04,2016,10
1715,8206,Mega Man ZX,DS,Inti Creates,Capcom,8.1,,0.28,0.16,0.0,0.1,0.02,2006,09
1716,8207,Retro City Rampage,PC,Unknown,Unknown,,,,,,,,,
1717,8208,Little Nightmares,PC,Tarsier Studios,Namco Bandai Games,8.6,,0.01,,0.01,,0.0,2017,04
1718,8209,Backyard Wrestling 2: There Goes the Neighborhood,PS2,Paradox Development,Eidos Interactive,,,0.28,0.14,0.11,,0.04,2004,11
1719,8210,HellAngel,PC,Andrey Malyarov,Unknown,,,,,,,,,
1720,8211,Disney's Treasure Planet,GBA,Disney Interactive,Disney Interactive Studios,6.3,,0.28,0.2,0.07,,0.01,2002,10
1721,8212,Dead or Alive,PS,Team Ninja,Tecmo,8.3,,0.28,0.09,0.06,0.1,0.02,1998,03
1722,8213,Cabela's Big Game Hunter 2012,X360,Activision,Activision,,,0.28,0.24,0.02,,0.02,2011,09
1723,8214,Need for Speed: Most Wanted (2012),WiiU,Criterion Games,Electronic Arts,8.4,,0.28,0.13,0.13,,0.02,2013,03
1724,8215,Thief,X360,Eidos Montreal,Square Enix,,,0.28,0.14,0.12,,0.02,2014,02
1725,8216,Wild ARMs 5,PS2,Media.Vision,Xseed Games,7.5,,0.28,0.14,0.11,,0.04,2007,08
1726,8217,Just Dance 2017,X360,Ubisoft Paris,Ubisoft,,,0.28,0.19,0.07,,0.03,2016,10
1727,8218,Tom and Jerry Tales,DS,Sensory Sweep,Warner Bros. Interactive,,,0.28,0.2,0.06,,0.02,2006,11
1728,8219,Need for Speed: Most Wanted,PC,EA Canada,Electronic Arts,,,0.28,0.02,0.24,,0.02,2005,11
1729,8220,NFL Blitz 20-02,PS2,Point of View,Midway Games,,,0.28,0.14,0.11,,0.04,2002,02
1730,8221,Bayonetta 2,WiiU,PlatinumGames,Nintendo,9.3,,0.86,0.37,0.32,0.1,0.06,2014,10
1731,8222,Mega Man 7,SNES,Capcom,Capcom,,,0.28,0.03,0.01,0.23,0.01,1995,03
1732,8223,Okami,Wii,Ready at Dawn Studios,Capcom,9.0,9.6,0.6,0.43,0.09,0.04,0.05,2008,04
1733,8224,Persona 4 Arena Ultimax,All,Arc System Works,Unknown,,,,,,,,,
1734,8225,Sword of Mana,GBA,Brownie Brown,Nintendo,,,0.74,0.31,0.11,0.3,0.02,2003,12
1735,8226,We Ski & Snowboard,Wii,Namco Bandai Games,Namco Bandai,,,0.89,0.38,0.29,0.15,0.08,2009,03
1736,8227,Xenosaga Episode II: Jenseits von Gut und Böse,PS2,Monolith Soft,Namco,7.3,,0.58,0.28,0.22,,0.07,2005,02
1737,8228,Shrek: Ogres & Dronkeys,DS,WayForward Technologies,Activision,,,0.28,0.26,0.0,,0.02,2007,11
1738,8229,NCAA March Madness 2005,XB,EA Canada,EA Sports,,,0.28,0.21,0.06,,0.01,2004,11
1739,8230,Yu-Gi-Oh! World Championship 2008,DS,Konami,Konami,,,0.28,0.13,0.02,0.12,0.01,2007,12
1740,8231,Angry Birds: Star Wars,X360,Exient Entertainment,Activision,,,0.28,0.16,0.1,,0.02,2013,10
1741,8232,Lost Planet 3,PC,Spark Unlimited,Capcom,,,0.04,,0.04,,0.0,2013,08
1742,8233,Guitar Hero: Van Halen,PS3,Neversoft Entertainment,Activision,6.2,,0.28,0.14,0.09,,0.04,2009,12
1743,8234,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,Traveller's Tales,Buena Vista,,,0.28,0.22,0.06,,0.01,2005,11
1744,8235,NBA In The Zone,PS,Konami,Konami,,,0.28,0.16,0.11,,0.02,1995,12
1745,8236,PIGMENTUM,PC,Irvin Vaush,Unknown,,,,,,,,,
1746,8237,Battleborn,XOne,Gearbox Software,2K Games,,,0.28,0.2,0.05,,0.03,2016,05
1747,8238,Patapon 3,PSP,Pyramid/JAPAN Studio,Sony Computer Entertainment,7.4,,0.28,0.05,0.04,0.17,0.02,2011,04
1748,8239,Corvette,GBA,Visual Impact,TDK Mediactive,4.9,,0.28,0.2,0.07,,0.01,2003,11
1749,8240,Spintires: MudRunner,PS4,Saber Interactive,Focus Home Interactive,,,0.28,0.11,0.12,,0.05,2017,10
1750,8241,F1 ROC: Race of Champions,SNES,Seta Corporation,Seta Corporation,,,0.28,,,0.28,0.0,1992,03
1751,8242,Curious George,All,Monkey Bar Games,Unknown,,,,,,,,,
1752,8243,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,THQ,THQ,,,0.28,0.22,0.06,,0.01,2004,09
1753,8244,Silent Hill 2: Restless Dreams,XB,KCET,Konami,,,0.28,0.21,0.06,,0.01,2001,12
1754,8245,Pid,PC,Might and Delight,Unknown,,,,,,,,,
1755,8246,Monopoly Streets,X360,Electronic Arts,Electronic Arts,,,0.28,0.16,0.09,,0.02,2010,10
1756,8247,Soul Nomad & the World Eaters,PS2,Nippon Ichi Software,NIS America,,,0.28,0.14,0.11,,0.04,2007,09
1757,8248,Bass Strike,PS2,"Pai, Inc",THQ,,,0.28,0.14,0.11,,0.04,2001,09
1758,8249,NHL Hitz 20-03,PS2,EA Black Box,Midway Games,,,0.28,0.14,0.11,,0.04,2002,09
1759,8250,Lego Star Wars: The Force Awakens,3DS,TT Fusion,Warner Bros. Interactive Entertainment,,,0.28,0.05,0.19,0.02,0.02,2016,06
1760,8251,Darksiders    Read the review,PS3,Vigil Games,THQ,7.8,8.5,0.28,0.02,0.14,0.02,0.1,2010,01
1761,8252,Pac-Man Fever,GC,Mass Media,Namco,5.1,,0.28,0.21,0.06,,0.01,2002,09
1762,8253,SimCity 4,PC,Maxis,Electronic Arts,8.7,,0.28,0.01,0.24,,0.02,2003,01
1763,8254,Onechanbara Z2: Chaos,PS4,Tamsoft,NIS America,,,0.28,0.16,0.03,0.05,0.04,2015,07
1764,8255,Shadow Warrior Classic Redux,PC,General Arcade,Unknown,,,,,,,,,
1765,8256,CSI: Deadly Intent,Wii,Telltale Games,Ubisoft,,,0.28,0.12,0.13,,0.03,2009,10
1766,8257,Real Pool,PS2,Takara,Infogrames,,,0.28,0.14,0.11,,0.04,2000,11
